edh_person_id,name,praenomen,nomen,cognomen,supernomen,gender,age,tribus,status,religion,occupation,edh_inscription_id,inscription_text,inscription_type,not_before,not_after,origo,origo_clean,auto_origo_geo,origo_pleiades_id,origo_pleiades_name,origo_certainty,manual_check_certainty,manual_check_notes,origo_geo_source_url,origo_geometry,findspot_name,findspot_ancient,findspot_modern,findspot_geometry,X1BCE,X1CE,X2CE,X3CE,X4CE,X5CE,X__index_level_0__,origo_line
HD075903/1,Bellae Vonuci f. Remae,NA,NA,Bella,NA,female,NA,NA,NA,NA,NA,HD075903,Bellae Vonuci filiae Remae Longinus vir illaeius fecit pie,epitaph,1,30,Remae,Remus,FALSE,570644,Rema,uncertain (name could be interpreted differently),,,nan,POINT (24.416667 36.683333),Norbertstraße 10-12,Colonia Claudia Ara Agrippinensium,Köln,POINT (6.9451 50.9415),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2540,"c(24.416667, 6.9451, 36.683333, 50.9415)"
HD075906/1,Perigenes Tea[n]o Sidicino ex Campania,NA,NA,Perigenes,NA,male,NA,NA,NA,NA,NA,HD075906,e m e hic interfecere latrones quem genuit Teano Sidicino ex Campania altera contexit tellus dedit altera nasci Perigenes habet titulum Secundus officium Publius Clodius Secundus fratri pientissimo,epitaph,151,200,Teanum+ Sidicinum,Teanum Sidicinum,TRUE,433146,Teanum Sidicinum,certain,,,nan,POINT (14.0700745 41.2502785),"Gehaborner Hof, bei, im Wald",Civitas Auderiensium,Weiterstadt,POINT (8.5856 49.8829),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2541,"c(14.0700745, 8.5856, 41.2502785, 49.8829)"
HD075907/1,Bieno Gati f. civi Viromanduo,NA,NA,Bienus,NA,male,NA,NA,NA,NA,NA,HD075907,Bieno Gati filio civi Viromanduo Ingenuae Ocellionis filiae coniugi eius,epitaph,31,70,civi Viromanduo,Viromanduo,FALSE,109437,Virumandui,certain,,,nan,POINT (3.55082231128 49.9344113947),Aachener Straße 23a,Colonia Claudia Ara Agrippinensium,Köln,POINT (6.9354 50.9364),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2542,"c(3.55082231128, 6.9354, 49.9344113947, 50.9364)"
HD075908/1,Gato Cabiri f. civi Viromanduo,NA,NA,Gatus,NA,male,NA,NA,NA,NA,NA,HD075908,Gato Cabiri filio civi Viromanduo Demioncae coniugi eius Athamae et Atrecto Gati filiis Bienus Gati filius pie de suo faciendum curavit,epitaph,31,70,civi Viromanduo,Viromanduo,FALSE,109437,Virumandui,certain,,,nan,POINT (3.55082231128 49.9344113947),Aachener Straße 23a,Colonia Claudia Ara Agrippinensium,Köln,POINT (6.9354 50.9364),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2543,"c(3.55082231128, 6.9354, 49.9344113947, 50.9364)"
HD075917/1,[Terti]nius Secund. [ci]ves(!) Nervius,NA,Tertinius+,Secundus*,NA,male,NA,NA,NA,NA,data available,HD075917,Tertinius Secundus cives Nervius negotiator pistoricius vivos sibi et Priminiae Sabinae coniiugi obitae et Tertiniae tuae libertae suae fecit,epitaph,101,300,cives (= civis) Nervius,Nervius,FALSE,109199,Nervii,certain,,,nan,POINT (4.08476841415 50.7774935901),NULL,Colonia Claudia Ara Agrippinensium,Köln,POINT (6.9603 50.9375),FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2545,"c(4.08476841415, 6.9603, 50.7774935901, 50.9375)"
HD076021/1,C. Sua[D.? --do] ex civitate Biturigum,C.,Suad(---)+?,[--]dus+,NA,male,NA,NA,NA,NA,NA,HD076021,Dis Manibus Caio SuaD do ex civitate Biturigum,epitaph,151,230,ex civitate Biturigum,Biturigum,FALSE,138207,Avaricum/Biturigae,uncertain (another good variant exists),,,nan,POINT (2.3978655 47.082535),"Münster, bei",Basilia (Civitas Rauricorum),Basel,POINT (7.5924 47.5565),FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2547,"c(2.3978655, 7.5924, 47.082535, 47.5565)"
HD076052/1,Aurelio Timavio liberto [D]ardania,NA,Aurelius,Timavius,NA,male,17,NA,freedmen / freedwomen,NA,NA,HD076052,Dis Manibus Aurelio Timavio alumno dulcissimo et sanctissimo qui vixit annos XVII Aurelius Maximus patronus Dardania genitus istic mihi care Timavi post varios cassus post tot discrimina rerum deseris heu pulchram primaevo flore iuventam Dis Manibus Aurelio Timavio liberto alumno Aureli Maximi tu Timavi dulcem nomen dulcibus votis ades spiritum quem tu ferebas corpore elabi sacrum corpus ut terram manere spiritum caelum sequi spiritum movere cuncta spiritum esse quod deum cum mihi extremis canebas vocibus solamina floris abscidens iubentae gratias tristi diae,epitaph,201,300,Dardania+,Dardania,TRUE,481798,Dardania,certain,,,nan,POINT (20.5 42.5),"S. Ursula, Kirche, Altar",Colonia Claudia Ara Agrippinensium,Köln,POINT (6.954 50.9457),FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2548,"c(20.5, 6.954, 42.5, 50.9457)"
HD076114/1,Comnisca Vedilli f. Ambian.,NA,NA,Comnisca,NA,male,25,NA,military personnel,NA,NA,HD076114,Comnisca Vedilli filius Ambianus eques ala Indiana turma Celtae annorum XXV stipendiorum VII hic situs est heres ex testamento fecit,epitaph,28,42,Ambianus*,Ambianus,FALSE,108740,Ambiani,certain,,,nan,POINT (2.02736867826 49.7971112553),"Koenigshoffen, route des Romains, römisches Gräberfeld",Argentorate (Civitas Tribocorum),Strasbourg,POINT (7.7203 48.5804),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2549,"c(2.02736867826, 7.7203, 49.7971112553, 48.5804)"
HD076675/1,[---](?) Sueba,NA,NA,[---],NA,female,NA,NA,NA,NA,NA,HD076675,Sueba,owner/artist inscription,201,230,Sueba,Suebia,FALSE,99040,Suebi,certain,,,nan,POINT (12.1149061906 52.1113352003),"Orlen, Zugmantel, Lager, bei, vicus",NULL,Taunusstein,POINT (8.2034 50.1897),FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2550,"c(12.1149061906, 8.2034, 52.1113352003, 50.1897)"
HD076778/1,[---]audes Treve[r],NA,NA,[---]audes,NA,male,NA,NA,NA,Judaism / Christianity,NA,HD076778,baudes Trever hoc re icibus placuit pari sociari tumulo coniux Nonis Kalendas Augustas,epitaph,601,800,Trever,Trevir,TRUE,109390,Treveri,certain,,,nan,POINT (6.3794391642 49.7535677891),"S. Paulin, Kirche, bei",Augusta Treverorum,Trier,POINT (6.6517 49.7627),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2551,"c(6.3794391642, 6.6517, 49.7535677891, 49.7627)"
HD076827/1,M. Aur. Heracle Her[aclis f.] natione Trax. domo [---]],M.,Aurelius*,Heraclis,NA,male,NA,NA,military personnel,NA,NA,HD076827,Dis Manibus Marco Aurelio Heracle Heraclis filio duplicario legionis I Minerviae Severianae natione Thrax domo stipendiorum XXI testamento libertis,epitaph,222,235,natione Thrax*,Thracia,FALSE,501638,Thracia,certain,,,nan,POINT (26.9624137954 41.5178303653),"Lengsdorf, Brückenstraße",Bonna,Bonn,POINT (7.0685 50.7128),FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2552,"c(26.9624137954, 7.0685, 41.5178303653, 50.7128)"
HD076988/1,á¼Î¶Î¹Î¶Î¿Ï á¼Î³Ïá½·ÏÎ± Î£á½»ÏÎ¿Ï,NA,NA,á¼Î¶Î¹Î¶Î¿Ï,NA,male,NA,NA,NA,Judaism / Christianity,NA,HD076988,ἐνθάδε κῖται Ἄζιζος Ἀγρίπα Σύρος κώμης Καπροζαβαδαίων ὅρων Ἀπαμέων,epitaph,401,500,Î£á½»ÏÎ¿Ï,Unintelligible Unicode,FALSE,590067,Syros (Island),certain,,,nan,POINT (24.92 37.43),"S. Matthias, Nekropole",Augusta Treverorum,Trier,POINT (6.633 49.7384),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2553,"c(24.92, 6.633, 37.43, 49.7384)"
HD077315/1,[---]idius [---] Trom. [Cle?]mens [Ae]q[u]o,[-],[---]idius,Clemens+?,NA,male,30,Tromentina,military personnel,NA,NA,HD077315,idius Tromentina Clemens Aequo miles legionis I adiutricis annorum XXX stipendiorum heres ex testamento fieri iussit,epitaph,70,86,Aequo+,Aequo,FALSE,197095,Aequum,certain,,,nan,POINT (16.655704 43.739278),"ehemaliges Kloster Dalheim, bei",Mogontiacum,Mainz,POINT (8.2532 49.9909),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2554,"c(16.655704, 8.2532, 43.739278, 49.9909)"
HD077316/1,C. Vibius C.f. Trom. Severus Aequo,C.,Vibius,Severus,NA,male,35,Tromentina,military personnel,NA,NA,HD077316,Caius Vibius Cai filius Tromentina Severus Aequo miles legionis I adiutricis annorum XXXV stipendiorum XVI,epitaph,70,86,Aequo,Aequo,FALSE,197095,Aequum,certain,,,nan,POINT (16.655704 43.739278),Fort Stahlberg,Mogontiacum,Mainz,POINT (8.2569 49.9897),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2555,"c(16.655704, 8.2569, 43.739278, 49.9897)"
HD077334/1,C. Valerius C.f. Cla. [P]udes. Sava[ria],C.,Valerius,Pudens+*,NA,male,25,Claudia,military personnel,NA,NA,HD077334,Caius Valerius Cai filius Claudia Pudens Savaria miles legionis II adiutricis annorum XXV stipendiorum VI hic situs est heres faciendum curavit dis Manibus sacrum,epitaph,70,86,Savaria+,Savaria,TRUE,197498,Savaria,certain,,,nan,POINT (16.62192 47.235142),"Altmünsterkirche, bei, Stadtmauer, sekundär verwendet",Mogontiacum,Mainz,POINT (8.263 49.9989),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2556,"c(16.62192, 8.263, 47.235142, 49.9989)"
HD077384/1,Îá½ÏÏÎ¹Îºá¿Î½Î¿Ï á¼Î½Î±ÏÎ¿Î»Î¹Îºá½¹Ï,NA,NA,Îá½ÏÏÎ¹Îºá¿Î½Î¿Ï,NA,male,29,NA,NA,Judaism / Christianity,NA,HD077384,ὦδε κῖται ἐν Οὐρσικῖνος Ἀνατολικός ἔζησεν δὲ μικρῷ πλίω ἔτη κθʹ qui vixit annos XXVIIII,epitaph,371,500,á¼Î½Î±ÏÎ¿Î»Î¹Îºá½¹Ï,Unintelligible Unicode,FALSE,1001136,Anatolike,uncertainty is in the latlong source,,,nan,POINT (32.5 32.5),"S. Maximin, Kirche",Augusta Treverorum,Trier,POINT (6.6518 49.7597),FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2557,"c(32.5, 6.6518, 32.5, 49.7597)"
HD077406/1,Îá½ÏÎµÎ²á½·Î± ... á¼Ïá½¼ Îºá½½Î¼Î·Ï á¼Î´Î´á½±Î½ÏÎ½,NA,NA,Îá½ÏÎµÎ²á½·Î±,NA,female,15,NA,NA,Judaism / Christianity,NA,HD077406,ἔνθα κεῖτε Εὐσεβία ἐν εἰρίνι οὖσα ἱεροκομητὶ ἀπὼ κώμης Ἀδδάνων ζήσας μικρόπρος ἐτῶν ιε ὑιπατίᾳ Ὁνωρίου ὁ ηʹ καὶ Κωστιοντίνου τὸ α μηνὶ Πανήμου ιβ ἡμέρᾳ Κιριακῇ ἐν εἰρίνῃ,epitaph,409,NA,á¼Ïá½¼ Îºá½½Î¼Î·Ï á¼Î´Î´á½±Î½ÏÎ½,Unintelligible Unicode,FALSE,668179,Adana,uncertain (another good variant exists),,,https://pleiades.stoa.org/places/648548,POINT (36.672525 35.727837),"S. Paulin, Kirche",Augusta Treverorum,Trier,POINT (6.6522 49.7625),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2559,"c(36.672525, 6.6522, 35.727837, 49.7625)"
HD077439/1,L. Gimillius L.f. Cla. Cerialis Viruni(!),L.,Gimillius,Cerialis,NA,male,25,Claudia,military personnel,NA,NA,HD077439,Lucius Gimillius Luci filius Claudia Cerialis Viruni legionis IIII Macedonicae annorum XXV stipendiorum V hic situs est heres faciendum curavit,epitaph,39,70,Viruni (= Viruno),Virunum,TRUE,197583,Virunum,certain,,,nan,POINT (14.3647773 46.6996149),Fort Stahlberg,Mogontiacum,Mainz,POINT (8.2569 49.9897),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2560,"c(14.3647773, 8.2569, 46.6996149, 49.9897)"
HD077440/1,[---] Polia. Valentia,[-],[---],[---],NA,male,25,Pollia,military personnel,NA,NA,HD077440,Pollia Valentia miles legionis IIII Macedonicae annorum XXV stipendiorum VIII hic situs est sit tibi terra levis,epitaph,39,70,Valentia,Valentia,TRUE,266090,Valentia,certain,,,nan,POINT (-0.376813 39.470371),Fort Stahlberg,Mogontiacum,Mainz,POINT (8.2569 49.9897),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2561,"c(-0.376813, 8.2569, 39.470371, 49.9897)"
HD077444/1,T. Agileius T.f. Vot. Carus Luco,T.,Agileius,Carus,NA,male,NA,Voturia,military personnel,NA,NA,HD077444,Titus Agileius Titi filius Voturia Carus Luco veteranus ex legione VIII Augusta,epitaph,71,100,Luco,Luco,FALSE,236525,Lucus Augusti,uncertain (name could be interpreted differently),,,nan,POINT (-7.5570105 43.0106145),"Weisenau, römische Straße, bei",Mogontiacum,Mainz,POINT (8.3002 49.9796),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2562,"c(-7.5570105, 8.3002, 43.0106145, 49.9796)"
HD077446/1,C. Cornelius C.f. Pol. Ast.,C.,Cornelius,NA,NA,male,40,Pollia,military personnel,NA,NA,HD077446,Caius Cornelius Cai filius Pollia Hasta miles legionis XIV geminae annorum XL stipendiorum XXIII hic situs est liberti tres ex testamento faciendum curaverunt,epitaph,-13,43,Hasta*,Hasta,TRUE,383669,Hasta,certain,,,nan,POINT (8.206756 44.900895),"S. Quintin, Kirche, bei",Mogontiacum,Mainz,POINT (8.2722 50.0008),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2563,"c(8.206756, 8.2722, 44.900895, 50.0008)"
HD077447/1,C. Dannius C.f. Vol. Secundus Vianna,C.,Dannius,Secundus,NA,male,30,Voltinia,military personnel,NA,NA,HD077447,Caius Dannius Cai filius Voltinia Secundus Vianna miles legionis XIIII geminae Martiae victricis annorum XXX stipendiorum XII hic situs est testamento fieri iussit heres faciendum curavit,epitaph,70,92,Vianna,Voltinia Vienna,FALSE,167719,Col. Vienna,uncertain (another good variant exists),,,https://pleiades.stoa.org/places/128537,POINT (4.875982 45.5245105),NULL,Mogontiacum,Mainz,POINT (8.2674 49.9951),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2564,"c(4.875982, 8.2674, 45.5245105, 49.9951)"
HD077461/1,L. Valerius C.f. Vol. Verecundus V[i]e[nna],L.,Valerius,Verecundus,NA,male,50,Voltinia,military personnel,NA,NA,HD077461,Lucius Valerius Cai filius Voltinia Verecundus Vienna veteranus legionis XIIII geminae Martiae victricis annorum L hic situs est testamento fieri iussit heres faciendum curavit,epitaph,70,92,Vienna+,Voltinia Vienna,FALSE,128537,Vindobona,uncertain (another good variant exists),,,https://pleiades.stoa.org/places/167719,POINT (16.373946 48.211345),"Zahlbach, sekundär verwendet",Mogontiacum,Mainz,POINT (8.253 49.9872),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2565,"c(16.373946, 8.253, 48.211345, 49.9872)"
HD077462/1,Q. Vettius Q.f. Vl[t]inia. Rei[s.],Q.,Vettius,NA,NA,male,27,Voltinia,military personnel,NA,NA,HD077462,Quintus Vettius Quinti filius Voltinia Reiis miles legionis XIIII geminae annorum XXVII stipendiorum VII hic situs est Iulius ex testamento heres posuit,epitaph,-13,43,Reiis+*,Reiis,FALSE,157805,Alebaece Reiorum Apollinarium/Apollinaris Reiorum/Reii,certain,,,nan,POINT (6.090718 43.818614),Fort Stahlberg,Mogontiacum,Mainz,POINT (8.2569 49.9897),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2566,"c(6.090718, 8.2569, 43.818614, 49.9897)"
HD077528/1,M. Val. M.f. Lem. Matto Bononiae,M.,Valerius*,Matto,NA,male,40,Lemonia,military personnel,NA,NA,HD077528,Marcus Valerius Marci filius Lemonia Matto Bononiae miles legionis XXI rapacis centuria Luci Faltoni Firmi annorum XL stipendiorum XIX hic situs est testamento fieri iussit heres faciendum curavit,epitaph,83,90,Bononiae,Bononia,TRUE,393421,Felsina/Bononia,certain,,,nan,POINT (11.3455467 44.4945737),"Zahlbach, bei",Mogontiacum,Mainz,POINT (8.253 49.9872),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2567,"c(11.3455467, 8.253, 44.4945737, 49.9872)"
HD077529/1,Aurotr[ae B]iti civi Tra[ianen?]S(?)i,NA,NA,Autrota+,NA,male,NA,NA,military personnel,NA,NA,HD077529,Dis Manibus Aurotrae Biti tesserario legionis XXII Primigeniae piae fidelis civi TraianenSi stipendiorum XV Aulutra Biti heres eius faciendum curavit,epitaph,101,130,civis Traianensis+?,Traiana,FALSE,416871,Traiana,uncertain (another good variant exists),,,https://pleiades.stoa.org/places/217020,POINT (13.25 43.25),NULL,Mogontiacum,Mainz,POINT (8.2674 49.9951),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2568,"c(13.25, 8.2674, 43.25, 49.9951)"
HD077530/1,Aulus Baebius C.f. Scap. Clemes. Faes.,A.,Baebius,Clemens*,NA,male,41,Scaptia,NA,NA,NA,HD077530,Aulus Baebius Cai filius Scaptia Clemens Faesulis miles legionis XXII annorum XLI stipendiorum XXIIII hic situs est Crescens Luci filius curavit,epitaph,39,100,Faesulis*,Faesulis,FALSE,413124,Faesulae,certain,,,nan,POINT (11.2926275 43.8070785),NULL,Mogontiacum,Mainz,POINT (8.2674 49.9951),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2569,"c(11.2926275, 8.2674, 43.8070785, 49.9951)"
HD077531/1,T. Iavennius C.f. [P]ol. Proculus Faventia,T.,Iavennius,Proculus,NA,male,45,Pollia,military personnel,NA,NA,HD077531,Titus Iavennius Cai filius Pollia Proculus Faventia centurio legionis XXII Primigeniae annorum XLV stipendiorum,epitaph,39,100,Faventia,Faventia,TRUE,393420,Faventia,certain,,,nan,POINT (11.883507 44.286236),Festung Gustavsburg,Mogontiacum,Ginsheim-Gustavsburg,POINT (8.3116 49.9957),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2570,"c(11.883507, 8.3116, 44.286236, 49.9957)"
HD077533/1,Tib. Iulius Tib.f. Cl. Rufinus Vir.,Ti.,Iulius,Rufinus,NA,male,NA,Claudia,military personnel,NA,NA,HD077533,Tiberius Iulius Tiberi filius Claudia Rufinus Viruno eques legionis XXII Primigeniae piae fidelis stipendiorum XXVI testamento fieri iussit heredes faciendum curaverunt,epitaph,92,130,Viruno*,Virunum,TRUE,197583,Virunum,certain,,,nan,POINT (14.3647773 46.6996149),"Weisenau, Jungenfelder Aue, sekundär verwendet",Mogontiacum,Mainz,POINT (8.3204 49.9699),FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2571,"c(14.3647773, 8.3204, 46.6996149, 49.9699)"
HD077535/1,M. Mucius M.f. Pub. Albi. Pud.,M.,Mucius,Pudens*,NA,male,30,Publilia,NA,NA,NA,HD077535,Marcus Mucius Marci filius Publilia Albingauno Pudens miles legionis XXII annorum XXX stipendiorum IX hic situs est,epitaph,39,100,Albingaunus*,Albingaunus,FALSE,157803,Album Ingaunum/Albingaunum,certain,,,nan,POINT (8.21493 44.0484),Zahlbach,Mogontiacum,Mainz,POINT (8.253 49.9872),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2572,"c(8.21493, 8.253, 44.0484, 49.9872)"
HD077536/1,Perpetuiae Severae civis Agripinensis.,NA,Perpetuia,Severa,NA,female,71,NA,NA,NA,NA,HD077536,Dis Manibus et memoriae aeternae Perpetuiae Severae civis Agrippinensis matri eximiae pietatis quae vixit annis LXXI Pervincius Ursinus miles custos armorum legionis XXII Primigeniae piae fidelis filius et Vitalinia Servanda nurus faciendum curaverunt,epitaph,171,250,civis Agrippinensis*,Agrippinensi,FALSE,108751,Ara Ubiorum/Col. Claudia Ara Agrippinensium,certain,,,nan,POINT (6.9599065 50.940662),"S. Stephan, Kirche, Friedhof",Mogontiacum,Mainz,POINT (8.2688 49.9956),FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2573,"c(6.9599065, 8.2688, 50.940662, 49.9956)"
HD077597/1,[-](?) Valerius L.f. Pap. Sabinus Nar.,[-]?,Valerius,Sabinus,NA,male,NA,Papiria,military personnel,NA,NA,HD077597,Valerius Luci filius Papiria Sabinus Narbone miles legionis XXII Primigeniae,epitaph,39,150,Narbone*,Narbone,FALSE,246347,Col. Narbo Martius,certain,,,nan,POINT (3.004203 43.1836165),"Weisenau, Jungenfelder Aue",Mogontiacum,Mainz,POINT (8.3204 49.9699),FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2574,"c(3.004203, 8.3204, 43.1836165, 49.9699)"
HD077599/1,[--- F?]avor cives(!) Taun.(?),[-],[---],Favor+?,NA,male,67,NA,military personnel,NA,NA,HD077599,Favor veteranus legionis XXII Primigeniae piae fidelis duplicarius qui vinxit annos LXVII cives Taunensis coniux eiius et Potentinius Victor optio legionis XXII primigeniae piae fidelis Favorius Valentinus et mater eorum heredes faciendum curaverunt,epitaph,151,230,cives (= civis) Taunensis*?,Taunensis,FALSE,383794,Taurini,uncertain (another good variant exists),,,https://pleiades.stoa.org/places/109367,POINT (7.67474914338 45.1443754164),"Neutor, bei, Albanschanze",Mogontiacum,Mainz,POINT (8.2818 49.9933),FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2575,"c(7.67474914338, 8.2818, 45.1443754164, 49.9933)"
HD077729/1,Valentinie. Avite. civi Trevere.,NA,Valentinina*,Avita*,NA,female,NA,NA,NA,NA,NA,HD077729,Valentiniae Avitae matronae laudabili civi Treverae Vetiae Vera et Honorata filiae et heredes matri pientissimae faciendum curaverunt,epitaph,201,300,civis Trevera*,Trevir,FALSE,109390,Treveri,certain,,,nan,POINT (6.3794391642 49.7535677891),"ehemaliges Kloster Dalheim, bei",Mogontiacum,Mainz,POINT (8.2532 49.9909),FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2576,"c(6.3794391642, 8.2532, 49.7535677891, 49.9909)"
HD077797/1,[---] Arn. Firmianus Brixell.,[-]?,[---],Firmianus,NA,male,NA,Arnensis,military personnel,NA,NA,HD077797,Arnensi Firmianus Brixello primus hastatus legionis I Minerviae piae fidelis votum solvit libens merito,votive inscription,101,150,Brixello*,Brixellum,FALSE,383602,Brixellum,certain,,,nan,POINT (10.51527755 44.9002895),Hatschiergasse,Bonna,Bonn,POINT (7.1045 50.7392),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2577,"c(10.51527755, 7.1045, 44.9002895, 50.7392)"
HD078033/1,L. Antest[i]us M.f. Ani. Tertius Cremon.,L.,Antestius+,Tertius,NA,male,50,Aniensis,NA,NA,NA,HD078033,Lucius Antestius Marci filius Aniensis Tertius Cremona miles legionis annorum L stipendiorum XXVIIII,epitaph,51,100,Cremona*,Cremona,TRUE,383628,Cremona,certain,,,nan,POINT (10.026149 45.133639),"Zahlbach, Aquädukt, bei",Mogontiacum,Mainz,POINT (8.2536 49.9894),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2578,"c(10.026149, 8.2536, 45.133639, 49.9894)"
HD078035/1,[---]I(?)M(?)[---] Tolo[sa? ---],[-],[---],[---],NA,male,NA,NA,military personnel,NA,NA,HD078035,IM Tolosa legionis IIII stipendiorum,epitaph,39,70,Tolosa+?,Tolosa,TRUE,246694,Tolosa,certain,,,nan,POINT (1.443246 43.604175),"Bretzenheim, S. Georg, Kirche, Turm",Mogontiacum,Mainz,POINT (8.2434 49.9827),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2579,"c(1.443246, 8.2434, 43.604175, 49.9827)"
HD078058/1,[---] Atinius Septimi f. Romilia Ateste,[-],Atinius,NA,NA,male,35,Romilia,military personnel,NA,NA,HD078058,Atinius Septimi filius Romilia Ateste miles legionis XXII Primigeniae annorum XXXV stipendiorum I hic situs est,epitaph,39,70,Ateste,Ateste,TRUE,393382,Ateste,certain,,,nan,POINT (11.656616 45.227738),"Weisenau, Heiligkreuz, ehemaliges Kloster, sekundär verwendet",Mogontiacum,Mainz,POINT (8.2914 49.9775),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2580,"c(11.656616, 8.2914, 45.227738, 49.9775)"
HD078125/1,[---] L.(?)f. Vel. A[---] domo Ag[---],[-],[---],A[---],NA,male,NA,Velina,military personnel,NA,NA,HD078125,Luci filius Velina A domo Ag eques legionis XIIII geminae hic situs est,epitaph,1,100,Ag[---],Ag[---],FALSE,108751,Ara Ubiorum/Col. Claudia Ara Agrippinensium,uncertain (name could be interpreted differently),,,nan,POINT (6.9599065 50.940662),Fort Stahlberg,Mogontiacum,Mainz,POINT (8.2569 49.9897),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2581,"c(6.9599065, 8.2569, 50.940662, 49.9897)"
HD078211/1,P. Clodio P.f. Vol. Alb.,P.,Clodius,NA,NA,male,48,Voltinia,military personnel,NA,NA,HD078211,Publio Clodio Publi filio Voltinia Alba militi legionis I annorum XLIIX stipendiorum XXV hic situs est,epitaph,35,50,Alba*,Alba,TRUE,246153,Alba,certain,,,nan,POINT (-2.290949 42.856039),Adenauerallee,Bonna,Bonn,POINT (7.1076 50.7314),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2582,"c(-2.290949, 7.1076, 42.856039, 50.7314)"
HD078214/1,[-? An?]tist[i]us [---] Polentia.,[-]?,Antistius+?,NA,NA,male,NA,NA,military personnel,NA,NA,HD078214,Antistius Pollentia legionis XX,epitaph,14,43,Pollentia*,Pollentia,TRUE,266004,Pollentia,certain,,,nan,POINT (3.12305890133 39.8485931402),NULL,Novaesium,Neuss,POINT (6.6916 51.1982),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2583,"c(3.12305890133, 6.6916, 39.8485931402, 51.1982)"
